,tract,count_311,count_crime,homeless_2016,homeless_2017,count_shelter,count_population
61,108101,0,0,0,0,0,2230
62,108102,3,1,8,0,0,3430
63,108103,0,0,0,0,0,3256
64,108104,0,0,0,0,0,1698
65,108201,1,0,0,5,0,5551
66,108202,2,0,0,0,0,4895
67,109100,20,0,19,35,0,2492
68,109200,1,0,0,0,0,2669
69,109300,3,0,2,55,0,3085
70,109400,16,2,19,25,0,3720
71,109500,25,4,0,81,0,4303
72,109601,17,1,0,4,0,5020
73,109603,16,1,13,50,0,4252
74,109604,42,0,0,34,0,2975
75,109700,24,3,0,13,0,4493
76,109800,15,0,48,5,0,4565
77,111100,5,0,1,0,0,2982
78,111201,2,1,1,2,0,3410
79,111202,17,2,34,4,0,5213
80,111204,4,0,2,3,0,5859
81,111205,1,4,5,2,0,3375
82,111206,5,0,19,0,0,4490
83,111301,30,0,34,11,0,7087
84,111302,7,0,2,0,0,4786
85,111400,50,2,1,2,0,7560
86,113101,19,0,1,3,0,3558
87,113102,7,2,10,15,0,2828
88,113211,18,1,14,0,0,3787
89,113212,41,0,2,0,0,3069
90,113213,37,1,20,13,0,4316
91,113231,0,0,0,12,0,2125
92,113232,2,0,0,6,0,3894
93,113233,34,1,27,5,0,6655
94,113234,20,1,21,8,0,4667
95,113235,0,0,0,0,0,1602
96,113237,160,3,98,227,0,3661
97,113301,14,3,15,15,0,2201
98,113303,170,1,29,62,0,4006
99,113321,31,1,22,14,1,5473
100,113322,5,0,0,10,0,3947
101,113401,21,6,13,9,2,5543
102,113421,80,3,12,35,0,6109
103,113422,31,1,18,0,0,6057
104,115101,9,1,5,5,0,5046
105,115103,0,0,0,0,0,2776
106,115104,0,2,0,12,0,4444
107,115201,0,1,0,3,0,6437
108,115202,36,0,114,123,0,4828
109,115301,0,0,0,0,0,4156
110,115302,5,1,11,17,0,4351
111,115401,1,1,0,1,0,5776
112,115403,6,2,18,10,0,3188
113,115404,5,1,8,2,0,2913
114,117101,2,1,16,16,0,4796
115,117102,3,0,0,12,0,2631
116,117201,87,5,0,7,0,4352
117,117202,75,2,3,5,0,2471
118,117301,5,0,30,0,0,3851
119,117302,4,1,0,0,0,4914
120,117303,19,1,22,49,0,3512
121,117404,60,6,41,34,0,4279
122,117405,29,1,1,2,1,3442
123,117407,16,0,0,9,0,3636
124,117408,24,3,86,57,0,2830
125,117510,5,0,37,15,0,4028
126,117520,20,2,60,35,0,4052
127,117530,5,0,11,71,0,5641
128,119001,21,0,26,4,0,4038
129,119002,30,0,0,19,0,7210
130,119201,7,0,1,16,0,4137
131,119202,15,0,26,2,0,4707
132,119310,37,1,2,2,0,3871
133,119320,10,1,0,3,0,4694
134,119340,1,0,1,2,0,3884
135,119341,1,1,15,8,0,2719
136,119342,0,0,3,0,0,3180
137,119400,10,0,4,0,0,4987
138,119700,40,2,32,9,0,5045
139,119800,8,0,8,20,0,6108
140,119900,21,0,17,10,0,4940
141,120010,6,1,9,7,0,2844
142,120020,44,1,76,172,0,4057
143,120030,12,0,10,20,0,2675
144,120103,4,1,1,5,0,3287
145,120104,42,5,24,23,0,2310
146,120105,5,3,2,6,0,2812
147,120106,3,0,0,2,0,4417
148,120107,6,2,2,7,0,3818
149,120108,25,5,10,20,0,4838
150,120300,47,0,9,13,0,5531
151,120400,30,1,0,6,0,6272
152,121010,6,1,27,35,0,4989
153,121020,2,0,9,0,0,3741
154,121101,17,1,11,12,0,2932
155,121102,83,6,40,58,0,2721
156,121210,8,2,27,25,0,3122
157,121221,3,0,18,10,0,2365
158,121222,17,0,50,28,0,5293
159,121600,5,2,6,5,0,3005
160,121801,6,5,8,2,0,3942
161,121802,24,9,16,148,2,3525
162,121900,54,2,438,206,0,4110
163,122000,69,13,17,38,1,5446
164,122120,3,1,3,16,0,5000
165,122121,1,1,5,0,0,2833
166,122122,46,4,169,154,0,2439
167,122200,21,0,21,24,0,4141
168,122410,10,3,25,14,0,3794
169,122420,14,2,1,17,0,5050
170,123010,2,2,38,27,1,4580
171,123020,3,3,0,26,0,3432
172,123103,27,4,37,42,0,4165
173,123104,20,0,3,6,0,4596
174,123203,2,2,45,11,0,3765
175,123204,1,0,3,29,0,3449
176,123205,11,0,57,18,0,2645
177,123206,28,5,23,18,0,2945
178,123301,12,4,10,49,0,4559
179,123303,5,1,0,16,0,3301
180,123304,17,3,26,41,0,4687
181,123410,34,1,12,10,0,4247
182,123420,79,2,14,7,0,4638
183,123510,15,0,5,17,0,4753
184,123520,2,2,2,8,0,2567
185,123601,64,0,16,34,0,4995
186,123602,7,0,4,1,0,3332
187,123700,1,1,6,4,0,4114
188,123800,12,2,9,63,0,5531
189,123901,19,12,78,18,0,4500
190,123902,12,3,72,31,0,2561
191,124000,8,0,2,9,0,4550
192,124102,15,8,9,8,0,3549
193,124103,5,2,90,5,0,2030
194,124104,8,3,9,14,0,2439
195,124105,9,2,7,6,0,2658
196,124201,14,1,17,9,0,3506
197,124203,2,5,4,4,0,2748
198,124204,1,4,7,7,0,3071
199,124300,30,2,24,10,0,4046
200,124400,27,1,0,15,0,4192
201,124500,10,0,0,0,0,2779
202,124600,4,0,33,5,0,3123
203,124700,29,2,3,16,0,4796
204,124902,2,2,4,6,0,2766
205,124903,1,2,22,4,0,3262
206,125100,13,2,0,5,0,5431
207,125200,43,21,35,89,1,3524
208,125310,32,4,28,32,0,4750
209,125320,26,9,20,46,0,4843
210,125401,5,3,21,11,1,4024
211,125402,41,4,0,9,0,3544
212,125501,7,6,9,20,0,3077
213,125502,7,0,2,2,0,3083
214,125600,1,1,0,7,0,2657
215,127102,14,2,51,4,0,4726
216,127103,33,1,5,30,0,2939
217,127104,5,3,0,0,0,3573
218,127210,66,6,22,30,0,5531
219,127220,41,2,15,22,0,4931
220,127300,81,4,28,51,0,4460
221,127400,42,3,48,35,0,5818
222,127520,27,0,12,52,0,4045
223,127603,18,0,4,0,0,2938
224,127604,8,0,0,1,0,2939
225,127605,8,0,10,30,0,3549
226,127606,17,0,11,19,0,3164
227,127711,21,3,9,10,0,3356
228,127712,19,0,1,0,0,2991
229,127803,39,1,4,22,0,4037
230,127804,4,1,4,0,0,3933
231,127805,9,1,11,3,0,3768
232,127806,25,1,5,34,0,3447
233,127910,24,2,49,10,0,4769
234,127920,27,0,26,0,0,4100
235,128101,13,1,0,4,0,3738
236,128102,27,16,9,15,3,4795
237,128210,30,9,70,102,0,4822
238,128220,3,0,12,0,0,3011
239,128302,17,0,20,12,0,4688
240,128303,34,4,45,24,0,3982
241,128400,69,4,39,63,0,4114
242,128500,31,4,11,3,0,4015
243,128601,35,7,22,25,0,4288
244,128602,6,2,2,2,0,3189
245,128702,17,1,8,0,0,5639
246,128801,8,2,16,1,0,3307
247,128802,15,1,1,2,0,4325
248,128910,28,1,7,13,0,4083
249,131010,3,1,20,3,0,6409
250,131020,9,1,17,10,1,5698
251,131100,1,1,0,3,0,3252
252,131200,0,0,2,0,0,3429
253,131300,1,1,11,4,0,4902
254,131400,9,1,60,43,0,5897
255,131600,2,2,6,7,0,5494
256,131701,10,0,8,0,0,4541
257,131702,3,0,0,17,0,3751
258,131800,36,2,22,19,0,5341
259,131900,7,1,0,0,0,4210
260,132001,8,0,0,4,0,3202
261,132002,12,0,12,7,0,3299
262,132101,8,0,12,1,0,4259
263,132102,9,2,24,12,0,5310
264,132300,14,0,28,19,0,6494
265,132501,2,1,0,35,0,3763
266,132502,3,0,9,10,0,3672
267,132700,10,2,5,17,0,4912
268,132900,13,1,3,10,0,3461
269,133000,2,0,8,10,0,4449
270,133100,28,2,20,19,0,5446
271,134001,18,0,12,7,0,3765
272,134002,3,3,5,8,0,3372
273,134101,3,4,0,0,0,4922
274,134103,9,0,0,9,0,4193
275,134104,0,0,11,3,0,4322
276,134201,18,2,14,22,0,4270
277,134302,5,0,0,2,0,3732
278,134303,24,2,13,32,0,5057
279,134304,2,0,68,1,0,2882
280,134305,14,1,11,6,0,3847
281,134306,11,0,5,10,0,3498
282,134421,2,0,15,2,0,3941
283,134422,10,0,0,26,0,4684
284,134423,2,0,6,6,0,3414
285,134424,0,0,0,2,0,2887
286,134520,63,3,21,36,1,5453
287,134521,19,0,46,37,0,3126
288,134522,3,1,13,2,0,3954
289,134710,0,1,23,0,0,5287
290,134720,8,2,8,6,0,4594
291,134800,30,2,3,3,0,5949
292,134901,17,2,3,7,0,3069
293,134903,12,0,8,18,0,4216
294,134904,39,2,0,8,0,4338
295,134905,11,0,11,12,0,2819
296,135102,37,1,0,0,0,3513
297,135111,2,0,1,6,0,2967
298,135113,9,0,17,2,0,2795
299,135114,19,2,2,12,0,4445
300,135201,22,2,12,22,0,2620
301,135202,8,0,0,4,0,4255
302,135203,21,1,2,4,0,7055
303,137000,5,0,0,0,0,0
304,137103,53,0,7,5,0,4199
305,137104,30,3,45,3,0,2717
306,137201,32,0,18,1,0,5270
307,137301,0,0,33,1,0,2264
308,137302,3,0,4,6,0,4338
309,137401,123,0,6,3,0,4157
310,137402,0,0,5,7,0,5364
311,137501,77,0,5,5,0,4124
312,137502,141,0,13,11,0,4202
313,137504,0,0,0,0,0,1939
314,138000,5,2,0,2,0,4484
315,139001,8,2,0,0,0,4767
316,139200,12,1,0,0,0,5175
